order_id,customer_id,order_date,product_category,quantity,unit_price,currency,country
ORD-42-0000869,CUST-000240,2025-08-14,  toys  ,9,81.01,KES,Kenya
ORD-42-0000870,CUST-000231,2025-08-03,home,9,184.19,USD,United States
ORD-42-0000871,,2025-06-21,sports,3,441.58,KES,Ghana
ORD-42-0000872,CUST-000398,2025-02-18,apparel,6,360.78,KES,Germany
ORD-42-0000873,CUST-000098,2025-04-08,sports,-8,383.1,EUR,United Kingdom
ORD-42-0000874,CUST-000145,2025-07-20,grocery,6,56.12,KES,United States
ORD-42-0000875,CUST-000035,2025-12-10,apparel,3,436.87,EUR,Rwanda
ORD-42-0002324,CUST-000249,2025-09-25,electronics,1,285.94,RWF,United States
ORD-42-0000877,CUST-000251,2025-04-07,toys,10,128.71,GBP,Kenya
ORD-42-0000878,CUST-000311,2025-11-26,electronics,4,328.22,USD,Germany
ORD-42-0000879,CUST-000411,2025-02-08,electronics,6,279.45,RWF,Ghana
ORD-42-0000880,CUST-000407,2025-01-04,  electronics  ,10,133.64,USD,United States
ORD-42-0000881,CUST-000037,2025-07-30,electronics,4,480.33,USD,Rwanda
ORD-42-0000882,CUST-000372,2025-09-05,toys,7,95.54,KES,United States
ORD-42-0000883,CUST-000128,2025-03-16,sports,3,279.65,KES,Germany
ORD-42-0000884,CUST-000383,2025-11-08,unobtainium,10,179.62,RWF,United States
ORD-42-0000885,CUST-000341,2025-05-28,electronics,3,$396.44,KES,Germany
ORD-42-0000886,CUST-000259,2025-07-13,sports,3,267.42,KES,GERMANY
ORD-42-0000887,CUST-000478,not-a-date,home,9,495.74,GBP,Ghana
ORD-42-0000888,CUST-000212,2025-02-11,grocery,6,304.6,KES,United Kingdom
ORD-42-0000889,CUST-000110,2025-06-23,toys,5,180.64,RWF,Germany
ORD-42-0000890,CUST-000492,2025-06-12,electronics,1,491.5,KES,Rwanda
ORD-42-0000891,CUST-000266,2025-10-24,home,1,150.87,EUR,Kenya
ORD-42-0000892,CUST-000439,2025-07-24,electronics,5,459.64,KES,United Kingdom
ORD-42-0000893,CUST-000293,2025-03-15,unobtainium,2,19.83,GBP,Kenya
ORD-42-0000894,CUST-000071,2025-08-19,home,10,125.68,GBP,Ghana
ORD-42-0000342,CUST-000048,2025-03-15,grocery,10,459.02,USD,United States
ORD-42-0000896,CUST-000167,2025-04-29,apparel,8,413.03,KES,Rwanda
ORD-42-0000897,CUST-000305,2025-02-07,home,1,365.66,KES,  Germany  
ORD-42-0000898,,2025-12-04,home,6,440.02,RWF,Germany
ORD-42-0000899,CUST-000477,2025-11-01,apparel,10,464.4,RWF,Rwanda
ORD-42-0000900,CUST-000157,2025-04-08,unobtainium,6,270.42,EUR,Ghana
ORD-42-0000901,CUST-000258,2025-01-09,apparel,3,26.21,RWF,Germany
ORD-42-0000902,CUST-000386,2025-03-03,toys,9,45.95,RWF,Ghana
ORD-42-0000903,CUST-000403,2025-06-14,apparel,3,168.75,RWF,United Kingdom
ORD-42-0000904,CUST-000382,2025-12-07,toys,7,132.02,RWF,United Kingdom
ORD-42-0000905,CUST-000223,2025-01-09,apparel,3,240.98,EUR,Germany
ORD-42-0000906,CUST-000203,2025-02-02,toys,4,281.02,KES,Kenya
ORD-42-0000907,CUST-000125,2025-11-26,home,7,162.38,KES,Rwanda
ORD-42-0000908,CUST-000058,2025-01-23,grocery,7,183.27,EUR,ghana
ORD-42-0000909,CUST-000177,2025-03-03,sports,1,385.07,EUR,Ghana
ORD-42-0000910,CUST-000316,2025-05-20,toys,3,220.79,EUR,Kenya
ORD-42-0000911,CUST-000351,2025-06-24,apparel,2,57.07,USD,Kenya
,CUST-000486,2025-02-18,apparel,5,7.85,USD,Ghana
ORD-42-0000913,,2025-05-05,electronics,6,105.3,KES,Kenya
ORD-42-0000914,CUST-000105,2025-03-28,toys,5,274.85,KES,United States
ORD-42-0000915,CUST-000073,2025-01-11,sports,1,188.93,KES,Rwanda
ORD-42-0000916,,2025-10-06,electronics,5,101.15,KES,Ghana
ORD-42-0000917,CUST-000028,2025-05-08,sports,1,34.23,GBP,United States
ORD-42-0000918,CUST-000437,2025-01-29,home,2,10.52,RWF,Kenya
ORD-42-0000919,CUST-000195,2025-04-16,sports,2,452.03,RWF,
ORD-42-0000920,CUST-000273,2025-11-17,apparel,4,250.82,RWF,United Kingdom
ORD-42-0000921,CUST-000475,2025-01-02,electronics,1,124.45,KES,Ghana
ORD-42-0000922,CUST-000171,2025-04-26,grocery,3,10.17,GBP,Ghana
ORD-42-0000923,CUST-000321,2025-07-31,apparel,9,138.66,USD,United States
ORD-42-0000924,CUST-000132,2025-06-17,electronics,9,474.61,EUR,Kenya
ORD-42-0000925,CUST-000175,2025-06-14,sports,3,44.81,RWF,United Kingdom
ORD-42-0000926,CUST-000492,2025-01-19,toys,4,209.25,KES,Kenya
ORD-42-0000927,CUST-000219,2025-07-26,toys,6,225.14,EUR,Kenya
ORD-42-0000928,CUST-000335,2025-10-23,toys,9,342.34,EUR,Kenya
ORD-42-0000929,CUST-000159,2025-01-14,  sports  ,9,"454,87",RWF,Kenya
ORD-42-0000930,CUST-000336,2025-03-18,apparel,6,34.84,KES,United States
ORD-42-0000931,CUST-000061,2025-09-29,unobtainium,3,363.81,GBP,Germany
ORD-42-0000932,CUST-000493,2025-06-05,home,8,373.06,GBP,KENYA
ORD-42-0000933,CUST-000399,2025-09-27,electronics,3,93.19,KES,United Kingdom
ORD-42-0000934,CUST-000137,2025-02-25,toys,10,$116.22,EUR,kenya
ORD-42-0000935,CUST-000352,2025-12-19,home,2,344.38,RWF,Kenya
ORD-42-0000936,CUST-000258,2025-02-26,grocery,6,92.8,RWF,Germany
ORD-42-0000937,CUST-000243,2025-10-23,apparel,4,$113.91,RWF,rwanda
ORD-42-0000938,,2025-08-16,grocery,4,$371.44,EUR,Kenya
ORD-42-0000939,CUST-000034,2025-10-03,grocery,10,245.48,GBP,Germany
ORD-42-0000940,CUST-000455,2025-08-28,grocery,7,$388.33,KES,United States
ORD-42-0000941,CUST-000423,2025-06-21,sports,6,197.68,KES,united kingdom
ORD-42-0000942,CUST-000275,2025-04-08,sports,1,260.8,RWF,Germany
ORD-42-0000943,CUST-000424,not-a-date,apparel,9,269.4,USD,united kingdom
ORD-42-0000944,CUST-000199,2025-04-12,sports,1,95.74,RWF,Germany
ORD-42-0000694,CUST-000453,2025-07-30,home,8,84.08,GBP,United Kingdom
ORD-42-0000946,CUST-000471,2025-12-05,sports,9,451.93,RWF,United States
ORD-42-0000947,CUST-000232,2025-11-16,sports,9,57.47,KES,United States
ORD-42-0000948,CUST-000280,2025-10-24,grocery,7,162.41,USD,Kenya
ORD-42-0000949,CUST-000233,2025-03-05,sports,4,"441,39",USD,Ghana
ORD-42-0000950,CUST-000166,2025-01-12,sports,3,359.47,USD,Rwanda
ORD-42-0000951,CUST-000059,not-a-date,grocery,6,43.57,RWF,United States
ORD-42-0000952,CUST-000406,2025-04-15,toys,3,189.96,RWF,
ORD-42-0000953,CUST-000394,2025-10-06,home,10,435.78,EUR,Kenya
ORD-42-0000954,CUST-000445,2025-10-19,apparel,1,210.37,GBP,United States
ORD-42-0000955,CUST-000394,not-a-date,home,3,59.66,EUR,Kenya
ORD-42-0000956,CUST-000002,2025-02-17,home,1,229.86,RWF,United Kingdom
ORD-42-0000957,CUST-000414,2025-12-30,toys,8,119.7,KES,United States
ORD-42-0000958,CUST-000244,2025-05-14,grocery,8,40.62,KES,Rwanda
ORD-42-0000959,CUST-000126,2025-03-27,home,10,314.69,EUR,Rwanda
ORD-42-0000960,CUST-000095,2025-10-18,electronics,6,19.32,USD,United States
ORD-42-0000961,CUST-000296,2025-02-27,home,6,460.27,USD,Rwanda
ORD-42-0000962,CUST-000214,2025-10-02,apparel,5,"305,93",KES,United Kingdom
ORD-42-0000963,CUST-000404,2025-03-20,apparel,8,374.92,GBP,Rwanda
ORD-42-0000964,CUST-000048,2025-08-01,  home  ,6,448.87,USD,Germany
ORD-42-0000965,CUST-000432,2025-03-26,electronics,5,235.94,USD,United States
ORD-42-0000966,CUST-000441,2025-08-14,home,9,207.47,EUR,United States
ORD-42-0000967,CUST-000108,2025-02-22,electronics,2,286.11,KES,Rwanda
ORD-42-0000968,CUST-000248,2025-01-14,toys,5,214.1,GBP,Ghana
ORD-42-0000969,CUST-000270,2025-03-13,toys,6,463.63,KES,United Kingdom
ORD-42-0000970,CUST-000255,2025-04-10,sports,8,$246.76,EUR,United Kingdom
ORD-42-0000971,CUST-000120,2025-01-04,home,4,1.79,USD,
ORD-42-0000972,CUST-000321,2025-11-02,sports,4,399.98,RWF,Germany
ORD-42-0000973,CUST-000024,2025-07-15,  home  ,9,403.22,EUR,Rwanda
ORD-42-0000974,CUST-000328,2025-09-20,sports,5,127.95,USD,Ghana
ORD-42-0000975,CUST-000154,2025-04-17,toys,6,383.75,USD,United States
ORD-42-0000976,CUST-000171,2025-07-11,grocery,10,308.38,USD,Kenya
ORD-42-0000977,CUST-000100,2025-07-16,home,8,458.17,USD,United States
ORD-42-0000978,CUST-000070,2025-04-30,apparel,8,446.14,KES,Ghana
ORD-42-0000979,CUST-000237,2025-06-04,sports,1,$417.72,GBP,United Kingdom
ORD-42-0000980,CUST-000372,2025-01-19,home,9,268.41,EUR,United Kingdom
ORD-42-0000981,CUST-000351,2025-07-16,home,2,484.84,GBP,Rwanda
ORD-42-0003155,CUST-000174,2025-06-23,sports,9,421.36,KES,united kingdom
ORD-42-0000983,CUST-000200,2025-09-28,toys,2,432.43,GBP,United States
ORD-42-0000984,CUST-000440,2025-07-24,sports,1,136.48,USD,Germany
ORD-42-0000985,CUST-000450,2025-09-02,home,8,414.9,GBP,Kenya
ORD-42-0000986,CUST-000269,2025-07-31,apparel,2,187.73,USD,Kenya
ORD-42-0000987,CUST-000468,2025-11-15,grocery,9,13.44,RWF,United Kingdom
ORD-42-0000988,CUST-000079,2025-09-26,home,8,$366.49,KES,Ghana
ORD-42-0000989,CUST-000398,2025-07-18,apparel,2,411.25,KES,United States
ORD-42-0000990,CUST-000068,2025-09-18,sports,1,230.22,KES,Rwanda
ORD-42-0000991,,2025-07-26,electronics,10,$436.07,GBP,Germany
ORD-42-0000992,CUST-000456,2025-12-09,electronics,9,383.32,GBP,Rwanda
ORD-42-0000993,CUST-000296,2025-07-26,sports,4,161.12,EUR,Ghana
ORD-42-0000994,  CUST-000142  ,2025-04-04,home,-8,"335,89",GBP,Kenya
ORD-42-0000995,CUST-000081,2025-08-14,electronics,1,479.19,KES,United Kingdom
ORD-42-0000996,CUST-000053,2025-09-18,toys,6,275.13,GBP,Kenya
ORD-42-0000997,CUST-000483,2025-01-06,home,10,123.17,USD,Ghana
ORD-42-0000998,CUST-000314,2025-07-12,toys,8,26.31,USD,Germany
ORD-42-0000999,CUST-000463,2025-01-21,electronics,2,192.42,USD,Germany
ORD-42-0001000,CUST-000201,2025-10-02,unobtainium,10,445.75,RWF,United Kingdom
ORD-42-0001001,CUST-000183,2025-07-26,home,4,356.74,KES,RWANDA
ORD-42-0001002,CUST-000499,2025-05-08,toys,3,47.37,RWF,Rwanda
ORD-42-0001003,  CUST-000234  ,2025-07-27,sports,8,235.8,EUR,Kenya
ORD-42-0001004,CUST-000441,2025-02-20,home,6,196.65,GBP,  Ghana  
ORD-42-0001005,CUST-000233,2025-04-27,electronics,2,238.19,GBP,Germany
ORD-42-0001006,CUST-000237,2025-10-06,home,6,302.62,EUR,United Kingdom
ORD-42-0001007,CUST-000053,2025-06-08,sports,2,163.61,USD,Ghana
ORD-42-0001008,CUST-000273,2025-05-10,grocery,10,207.31,KES,Kenya
ORD-42-0001009,CUST-000281,2025-10-12,grocery,7,33.96,EUR,United States
ORD-42-0001010,CUST-000303,2025-05-26,grocery,10,393.88,KES,United States
ORD-42-0001011,CUST-000121,2025-10-05,sports,2,369.94,KES,Germany
ORD-42-0001012,CUST-000059,not-a-date,toys,8,163.36,USD,Germany
ORD-42-0001013,CUST-000091,2025-07-28,grocery,2,299.53,KES,Germany
ORD-42-0001014,CUST-000168,2025-04-23,sports,1,46.18,EUR,United Kingdom
ORD-42-0001015,CUST-000463,2025-02-10,electronics,3,330.78,RWF,United Kingdom
ORD-42-0001016,CUST-000150,2025-06-16,toys,10,224.13,EUR,United States
ORD-42-0001017,CUST-000450,2025-07-23,  home  ,10,397.38,GBP,Germany
ORD-42-0001018,CUST-000368,2025-07-09,electronics,10,"5,05",KES,Germany
ORD-42-0001019,CUST-000434,2025-10-28,home,1,185.24,KES,Rwanda
ORD-42-0001020,CUST-000001,2025-01-06,toys,6,55.74,GBP,Rwanda
ORD-42-0001021,CUST-000121,2025-05-25,sports,10,197.74,GBP,United States
,CUST-000196,2025-06-08,grocery,7,273.01,EUR,Germany
ORD-42-0001023,CUST-000072,2025-09-27,toys,7,421.82,GBP,Germany
ORD-42-0001024,CUST-000079,2025-08-07,sports,3,68.0,USD,United States
ORD-42-0001025,  CUST-000009  ,2025-10-20,sports,8,329.31,EUR,Rwanda
ORD-42-0001026,CUST-000071,2025-02-07,  grocery  ,8,446.9,KES,Germany
ORD-42-0001027,CUST-000320,2025-10-01,grocery,9,212.64,RWF,Germany
ORD-42-0001028,CUST-000182,2025-09-08,apparel,7,302.68,KES,Germany
ORD-42-0001029,CUST-000434,2025-09-02,sports,9,135.36,KES,United Kingdom
ORD-42-0001030,,2025-12-15,electronics,10,242.15,GBP,Rwanda
ORD-42-0001031,CUST-000298,2025-04-30,unobtainium,2,71.9,KES,Ghana
ORD-42-0001032,CUST-000239,2025-04-12,electronics,9,445.07,USD,Kenya
ORD-42-0001033,CUST-000242,2025-02-13,unobtainium,2,342.35,KES,United Kingdom
ORD-42-0001034,CUST-000160,2033-09-23,electronics,6,$267.98,USD,Germany
ORD-42-0001035,CUST-000233,2025-04-14,grocery,10,367.17,RWF,Ghana
ORD-42-0001036,CUST-000492,2025-08-04,home,3,$18.63,KES,United States
ORD-42-0001037,CUST-000156,2025-03-19,home,1,315.02,KES,Kenya
ORD-42-0001038,CUST-000294,2025-12-06,unobtainium,5,404.64,KES,Rwanda
ORD-42-0001039,CUST-000147,2025-04-28,electronics,3,253.29,GBP,Ghana
ORD-42-0001040,CUST-000068,2025-02-20,home,5,429.07,USD,United States
ORD-42-0001041,CUST-000058,2025-02-26,apparel,10,369.74,RWF,Ghana
ORD-42-0001042,CUST-000414,2025-10-04,home,4,242.97,KES,Rwanda
ORD-42-0001043,CUST-000176,2025-11-19,apparel,10,467.04,EUR,
ORD-42-0001044,CUST-000386,2025-06-04,grocery,4,330.67,EUR,Kenya
ORD-42-0001045,CUST-000296,2025-07-09,electronics,-5,377.99,USD,Rwanda
ORD-42-0001046,CUST-000086,2025-05-09,grocery,8,151.38,KES,Kenya
ORD-42-0001047,CUST-000195,2025-01-17,sports,7,237.82,EUR,United Kingdom
ORD-42-0001048,CUST-000446,2025-05-24,electronics,5,463.68,RWF,Germany
ORD-42-0001049,CUST-000348,2025-07-24,toys,1,49.58,KES,United States
ORD-42-0001050,CUST-000182,2025-05-25,toys,5,168.15,GBP,Rwanda
ORD-42-0001051,,2025-01-31,  toys  ,7,231.09,EUR,United States
ORD-42-0001052,CUST-000345,2025-03-06,apparel,9,169.37,EUR,Ghana
ORD-42-0001053,CUST-000281,2025-12-27,sports,1,416.01,USD,Germany
ORD-42-0001054,  CUST-000051  ,2025-04-08,electronics,8,176.41,GBP,Ghana
ORD-42-0001055,CUST-000099,2025-12-15,electronics,10,46.88,KES,United States
ORD-42-0001056,CUST-000458,2025-09-12,toys,2,354.33,USD,Rwanda
ORD-42-0001057,  CUST-000439  ,2025-02-26,apparel,7,328.54,KES,Kenya
ORD-42-0001058,CUST-000459,2025-11-06,sports,3,127.41,RWF,UNITED STATES
ORD-42-0001059,CUST-000480,2025-11-24,sports,8,461.43,GBP,Germany
ORD-42-0001060,CUST-000355,2025-01-25,home,5,81.82,USD,Ghana
ORD-42-0001061,CUST-000398,2025-12-01,grocery,7,166.99,USD,Ghana
ORD-42-0001062,CUST-000490,2025-08-19,apparel,8,35.63,EUR,United Kingdom
ORD-42-0001063,CUST-000202,2025-10-02,  sports  ,8,55.11,KES,Germany
ORD-42-0001064,CUST-000112,2025-02-21,unobtainium,2,456.39,GBP,Rwanda
ORD-42-0001065,CUST-000018,2025-11-25,electronics,10,364.05,RWF,RWANDA
ORD-42-0001066,CUST-000460,2025-04-22,apparel,1,466.51,RWF,Ghana
ORD-42-0001067,CUST-000078,2025-01-08,home,7,287.75,KES,United States
ORD-42-0001068,CUST-000482,2025-04-25,grocery,7,202.55,USD,United Kingdom
ORD-42-0001069,CUST-000116,2025-12-31,grocery,8,61.48,KES,Ghana
ORD-42-0001070,CUST-000171,2025-01-17,home,7,28.54,USD,Ghana
ORD-42-0001071,CUST-000274,2025-07-11,  electronics  ,8,380.47,GBP,United States
ORD-42-0002533,CUST-000104,2025-10-03,toys,1,483.79,EUR,Ghana
ORD-42-0001073,CUST-000357,2025-06-16,electronics,6,"243,77",RWF,United States
ORD-42-0001074,CUST-000098,2025-10-22,electronics,4,13.66,KES,Kenya
ORD-42-0001075,CUST-000251,2025-06-16,electronics,9,322.06,RWF,United Kingdom
ORD-42-0001076,CUST-000495,not-a-date,electronics,1,170.3,GBP,United States
ORD-42-0001077,CUST-000022,2025-06-08,electronics,4,403.74,KES,Germany
ORD-42-0001078,CUST-000482,2025-01-19,toys,3,370.78,EUR,Rwanda
ORD-42-0001079,CUST-000019,2025-10-21,unobtainium,1,236.14,KES,Rwanda
ORD-42-0001080,CUST-000125,2025-01-07,sports,3,8.17,USD,
ORD-42-0001081,CUST-000421,2025-11-13,grocery,10,86.17,KES,Rwanda
ORD-42-0001082,CUST-000419,not-a-date,electronics,8,297.89,KES,Kenya
ORD-42-0002732,CUST-000033,2025-09-20,grocery,6,405.95,RWF,Ghana
ORD-42-0001084,CUST-000062,2025-01-16,toys,9,69.53,EUR,Rwanda
ORD-42-0003326,CUST-000304,2025-10-05,home,2,61.25,EUR,Germany
ORD-42-0001086,CUST-000087,2025-01-10,home,9,83.34,EUR,United Kingdom
ORD-42-0001087,CUST-000021,2025-10-25,electronics,10,188.69,EUR,Rwanda
ORD-42-0001088,CUST-000451,2025-04-27,electronics,1,4.6,USD,United States
ORD-42-0001089,CUST-000334,2025-03-04,home,7,347.06,RWF,
ORD-42-0001090,CUST-000065,2025-09-18,apparel,5,262.02,RWF,Kenya
ORD-42-0001091,CUST-000481,2025-10-04,toys,1,298.54,RWF,United Kingdom
ORD-42-0001092,CUST-000487,2025-11-17,sports,-5,174.58,USD,United Kingdom
ORD-42-0001093,CUST-000121,2025-09-25,electronics,9,488.42,KES,Ghana
ORD-42-0001094,CUST-000442,2025-03-31,toys,4,232.64,EUR,
ORD-42-0001095,CUST-000028,2025-09-24,electronics,3,342.94,RWF,Germany
ORD-42-0001096,CUST-000091,2025-10-12,sports,1,27.96,GBP,Ghana
ORD-42-0001097,  CUST-000108  ,2025-05-24,home,6,308.79,RWF,Rwanda
ORD-42-0001098,CUST-000054,2025-12-06,toys,3,79.86,USD,Germany
ORD-42-0001099,CUST-000264,2025-11-03,electronics,4,360.98,KES,United Kingdom
ORD-42-0003876,CUST-000167,2025-06-01,apparel,6,115.8,USD,Ghana
ORD-42-0001101,CUST-000117,2025-11-12,apparel,7,435.07,RWF,Kenya
ORD-42-0001102,CUST-000038,2025-05-05,toys,8,28.12,RWF,Kenya
ORD-42-0001103,CUST-000111,2025-02-23,grocery,3,194.28,EUR,Germany
ORD-42-0001104,CUST-000369,2025-09-24,sports,6,487.8,EUR,Ghana
ORD-42-0001105,CUST-000066,2025-12-16,sports,10,30.77,EUR,Rwanda
ORD-42-0001106,CUST-000437,2025-05-08,grocery,7,86.43,GBP,Kenya
ORD-42-0001107,CUST-000454,2025-08-03,toys,3,394.98,KES,Kenya
ORD-42-0001108,CUST-000296,2025-03-24,apparel,2,206.44,KES,Germany
ORD-42-0001109,CUST-000442,2025-09-13,toys,8,418.66,GBP,
ORD-42-0001110,CUST-000374,2025-05-27,sports,4,124.67,RWF,United Kingdom
ORD-42-0001111,CUST-000114,not-a-date,  apparel  ,10,$449.23,RWF,Rwanda
ORD-42-0001112,CUST-000021,2025-05-06,sports,9,17.78,KES,Germany
ORD-42-0001113,CUST-000246,2025-01-10,electronics,8,248.15,USD,United Kingdom
ORD-42-0001114,CUST-000386,2025-12-26,sports,7,475.02,EUR,Ghana
ORD-42-0001115,CUST-000152,2025-09-01,sports,2,8.95,GBP,Kenya
ORD-42-0001116,CUST-000361,2025-05-11,toys,10,13.18,RWF,Germany
ORD-42-0001117,CUST-000396,2025-10-23,sports,7,93.29,GBP,United States
ORD-42-0001118,CUST-000238,2025-01-06,sports,1,"430,33",USD,Germany
ORD-42-0001119,CUST-000458,2025-01-13,home,9,17.32,RWF,Ghana
ORD-42-0001120,CUST-000358,not-a-date,toys,10,397.44,USD,United Kingdom
ORD-42-0001121,CUST-000451,2025-07-14,sports,1,257.85,GBP,Rwanda
ORD-42-0001122,CUST-000057,2025-06-19,home,8,309.95,GBP,  Ghana  
ORD-42-0001123,CUST-000090,2025-02-04,toys,2,280.82,EUR,Kenya
ORD-42-0001124,CUST-000172,2025-09-01,toys,2,324.87,KES,UNITED STATES
ORD-42-0001125,CUST-000108,2025-09-08,home,6,449.07,KES,United States
ORD-42-0001126,CUST-000217,2025-08-13,electronics,2,187.03,RWF,Germany
ORD-42-0001127,CUST-000257,2025-04-07,electronics,8,355.2,KES,Ghana
ORD-42-0001128,CUST-000232,2025-02-18,home,2,94.99,RWF,Rwanda
ORD-42-0001129,CUST-000042,2025-06-15,apparel,5,479.17,USD,Rwanda
ORD-42-0001130,CUST-000085,2025-08-13,electronics,3,248.67,EUR,United Kingdom
ORD-42-0001131,CUST-000488,2025-02-14,electronics,5,208.85,KES,Kenya
ORD-42-0001132,CUST-000243,2025-07-08,grocery,8,369.12,USD,Ghana
ORD-42-0001133,,2025-11-30,electronics,-4,417.64,KES,United States
ORD-42-0001134,CUST-000172,2025-06-05,toys,6,328.22,GBP,Germany
ORD-42-0001135,CUST-000304,2025-01-26,sports,9,421.11,RWF,Germany
ORD-42-0001136,CUST-000156,2025-03-17,apparel,5,86.7,GBP,Kenya
ORD-42-0001137,CUST-000248,2025-06-25,home,1,75.02,GBP,  Germany  
ORD-42-0001138,CUST-000490,2025-10-08,toys,3,356.19,GBP,Kenya
ORD-42-0001139,CUST-000499,2025-10-04,sports,3,81.47,USD,Rwanda
ORD-42-0001140,CUST-000163,2025-03-13,apparel,8,130.94,EUR,Kenya
ORD-42-0001141,CUST-000288,2025-01-04,electronics,6,489.03,EUR,Ghana
ORD-42-0001142,CUST-000230,2025-03-31,apparel,9,151.48,USD,Germany
,CUST-000477,2025-04-21,apparel,8,463.98,EUR,Rwanda
ORD-42-0001144,CUST-000497,2025-03-28,toys,6,323.97,GBP,Germany
ORD-42-0001145,CUST-000459,not-a-date,toys,3,399.99,RWF,  Ghana  
ORD-42-0001146,CUST-000353,2025-11-05,sports,8,450.19,EUR,United States
ORD-42-0001147,CUST-000283,2025-11-03,home,1,201.41,EUR,Germany
ORD-42-0002044,CUST-000183,2025-11-15,home,1,304.47,EUR,United Kingdom
ORD-42-0001149,CUST-000270,2025-09-10,home,4,12.25,KES,Germany
ORD-42-0001150,CUST-000347,2025-01-23,electronics,9,197.82,RWF,Ghana
ORD-42-0001151,CUST-000309,2025-02-26,toys,1,454.32,GBP,Germany
ORD-42-0001152,CUST-000076,2025-05-28,home,7,187.04,GBP,Ghana
ORD-42-0001153,CUST-000180,not-a-date,grocery,9,44.71,RWF,United States
ORD-42-0001154,  CUST-000213  ,2025-05-20,home,3,403.03,RWF,United States
ORD-42-0001155,CUST-000459,2025-06-03,apparel,10,299.37,EUR,Kenya
ORD-42-0001156,CUST-000156,2025-05-03,toys,6,33.99,KES,Germany
ORD-42-0001157,CUST-000046,2025-12-29,grocery,5,207.84,KES,Germany
ORD-42-0001158,CUST-000364,2025-03-17,apparel,4,93.82,RWF,Ghana
ORD-42-0001159,CUST-000284,2025-04-25,electronics,5,417.46,GBP,Germany
ORD-42-0001160,CUST-000287,2025-05-09,apparel,1,395.82,EUR,Ghana
ORD-42-0001161,CUST-000154,2025-02-08,sports,8,62.96,GBP,Germany
ORD-42-0001162,CUST-000092,2025-04-25,sports,4,15.19,GBP,germany
ORD-42-0001163,CUST-000497,2025-11-28,toys,6,290.95,KES,Germany
ORD-42-0001164,CUST-000445,2025-08-22,sports,8,487.16,USD,Ghana
ORD-42-0001165,CUST-000263,2025-03-13,electronics,5,"82,26",USD,Kenya
ORD-42-0001166,CUST-000164,2025-05-10,sports,3,179.34,USD,Ghana
ORD-42-0001167,CUST-000185,2025-06-01,sports,6,25.31,GBP,United Kingdom
ORD-42-0001168,CUST-000328,2025-11-23,toys,4,383.45,EUR,Rwanda
ORD-42-0001169,CUST-000307,2025-10-08,toys,6,436.35,GBP,Ghana
,CUST-000351,2025-01-09,sports,6,48.82,KES,Ghana
ORD-42-0001171,CUST-000422,2025-10-20,electronics,3,259.57,GBP,Germany
ORD-42-0001172,CUST-000211,2025-07-11,apparel,2,109.72,KES,Kenya
ORD-42-0001173,CUST-000426,2025-09-27,toys,10,345.14,KES,UNITED KINGDOM
ORD-42-0001174,CUST-000365,2025-03-25,sports,2,209.26,USD,Rwanda
ORD-42-0001175,CUST-000420,2025-10-26,electronics,8,174.76,GBP,Kenya
ORD-42-0001176,  CUST-000419  ,2025-05-20,toys,9,382.03,GBP,Kenya
ORD-42-0001177,CUST-000364,2025-07-30,electronics,2,111.96,EUR,United States
ORD-42-0001178,CUST-000117,2025-07-28,apparel,4,65.98,USD,Germany
ORD-42-0001179,CUST-000354,2025-11-05,electronics,1,387.57,RWF,Rwanda
ORD-42-0001180,CUST-000101,2033-09-29,electronics,9,296.99,RWF,Rwanda
ORD-42-0001181,CUST-000466,2025-08-25,electronics,2,151.52,USD,  Rwanda  
ORD-42-0001182,CUST-000401,2025-10-30,toys,4,294.21,EUR,Kenya
ORD-42-0001183,CUST-000344,2025-07-06,electronics,2,73.63,GBP,United Kingdom
ORD-42-0001184,CUST-000179,2025-07-05,apparel,9,"390,62",KES,Kenya
ORD-42-0001185,CUST-000259,2025-03-16,unobtainium,2,409.97,USD,United Kingdom
ORD-42-0001186,CUST-000112,2025-09-25,home,3,450.93,KES,Rwanda
ORD-42-0001187,CUST-000499,2025-11-12,apparel,9,425.8,RWF,Ghana
ORD-42-0001188,CUST-000358,2025-03-06,apparel,8,337.09,USD,Kenya
ORD-42-0001189,CUST-000428,2025-07-04,grocery,7,107.92,EUR,Germany
ORD-42-0001190,CUST-000058,2025-07-25,electronics,8,56.05,EUR,Germany
ORD-42-0001191,CUST-000391,2025-07-01,sports,5,279.01,USD,Rwanda
ORD-42-0001192,CUST-000168,2027-04-12,electronics,7,142.52,KES,United States
ORD-42-0001193,CUST-000160,2025-01-15,grocery,4,277.4,GBP,Germany
ORD-42-0001194,CUST-000097,2025-11-27,grocery,6,90.47,RWF,United States
ORD-42-0001195,CUST-000054,2025-06-13,grocery,9,329.62,USD,Rwanda
ORD-42-0001196,CUST-000074,2025-06-13,grocery,10,488.81,EUR,Rwanda
ORD-42-0001197,CUST-000187,2025-09-22,home,4,297.89,RWF,Rwanda
ORD-42-0001198,CUST-000120,2025-05-29,sports,8,139.98,KES,United Kingdom
ORD-42-0001199,CUST-000140,2025-02-06,grocery,6,238.44,KES,germany
ORD-42-0001200,CUST-000249,2025-04-15,home,3,384.23,USD,Rwanda
ORD-42-0001201,CUST-000129,2025-04-26,grocery,4,314.56,EUR,Rwanda
ORD-42-0001202,CUST-000051,2025-12-05,electronics,8,339.38,EUR,Germany
