order_id,customer_id,order_date,product_category,quantity,price,currency,country
ORD-42-0000331,CUST-000033,2025-02-22,grocery,1,353.18,KES,Kenya
ORD-42-0000332,CUST-000036,2025-07-19,sports,8,263.21,GBP,Kenya
ORD-42-0000333,CUST-000030,2025-04-04,home,9,177.79,GBP,United Kingdom
ORD-42-0000334,CUST-000031,2025-09-25,apparel,5,279.49,EUR,Ghana
ORD-42-0000335,CUST-000050,2025-08-07,sports,4,345.43,RWF,Ghana
ORD-42-0000336,CUST-000031,2025-07-07,toys,5,144.61,KES,United States
ORD-42-0000337,CUST-000035,2025-06-21,grocery,6,477.35,EUR,Ghana
ORD-42-0000338,CUST-000003,2025-08-07,sports,2,173.84,RWF,United States
ORD-42-0000339,CUST-000017,2025-05-01,apparel,4,414.15,GBP,United Kingdom
ORD-42-0000340,CUST-000045,2025-08-15,apparel,2,308.22,KES,Kenya
ORD-42-0000341,CUST-000016,2025-12-07,sports,9,113.61,EUR,Rwanda
ORD-42-0000342,CUST-000007,2025-06-04,home,8,51.17,EUR,Rwanda
ORD-42-0000343,CUST-000036,2025-10-13,grocery,8,239.25,EUR,Ghana
ORD-42-0000344,CUST-000021,2025-08-08,sports,1,454.06,USD,United States
ORD-42-0000345,CUST-000037,2025-09-05,toys,1,456.7,EUR,Germany
ORD-42-0000346,CUST-000012,2025-12-14,grocery,8,93.97,GBP,Rwanda
ORD-42-0000347,CUST-000001,2025-08-02,toys,10,54.54,GBP,Ghana
ORD-42-0000348,CUST-000030,2025-02-07,toys,9,247.46,EUR,United Kingdom
ORD-42-0000349,CUST-000030,2025-08-15,apparel,2,166.01,RWF,United States
ORD-42-0000350,CUST-000017,2025-09-28,electronics,6,395.59,KES,United States
ORD-42-0000351,CUST-000049,2025-09-25,apparel,10,428.22,RWF,Germany
ORD-42-0000352,CUST-000033,2025-07-18,electronics,7,334.96,EUR,Kenya
ORD-42-0000353,CUST-000031,2025-07-20,apparel,1,131.13,EUR,Germany
ORD-42-0000354,CUST-000049,2025-08-18,home,5,291.65,KES,Rwanda
ORD-42-0000355,CUST-000017,2025-02-01,home,4,32.0,USD,Germany
ORD-42-0000356,CUST-000020,2025-10-12,grocery,9,461.63,GBP,United States
ORD-42-0000357,CUST-000008,2025-02-08,home,6,307.7,EUR,Kenya
ORD-42-0000358,CUST-000031,2025-10-15,grocery,10,187.44,KES,Germany
ORD-42-0000359,CUST-000049,2025-04-01,sports,4,381.17,KES,Rwanda
ORD-42-0000360,CUST-000034,2025-05-18,toys,6,39.97,KES,Rwanda
ORD-42-0000361,CUST-000004,2025-03-27,toys,4,286.78,EUR,Kenya
ORD-42-0000362,CUST-000021,2025-04-10,grocery,2,340.47,KES,Germany
ORD-42-0000363,CUST-000006,2025-04-15,grocery,1,227.26,KES,Germany
ORD-42-0000364,CUST-000030,2025-03-19,electronics,9,231.73,GBP,United States
ORD-42-0000365,CUST-000002,2025-06-13,home,1,373.16,KES,Rwanda
ORD-42-0000366,CUST-000003,2025-05-30,home,2,271.04,USD,Rwanda
ORD-42-0000367,CUST-000031,2025-12-16,home,7,90.81,EUR,United States
ORD-42-0000368,CUST-000047,2025-02-05,grocery,6,496.44,RWF,Germany
ORD-42-0000369,CUST-000025,2025-06-23,electronics,9,67.36,GBP,Rwanda
ORD-42-0000370,CUST-000012,2025-04-01,grocery,9,64.55,EUR,Rwanda
ORD-42-0000371,CUST-000049,2025-12-21,home,8,337.08,KES,Germany
ORD-42-0000372,CUST-000035,2025-06-21,apparel,4,230.85,EUR,Ghana
ORD-42-0000373,CUST-000013,2025-11-05,electronics,7,307.85,USD,Kenya
ORD-42-0000374,CUST-000014,2025-11-28,electronics,10,17.75,KES,United States
ORD-42-0000375,CUST-000046,2025-12-08,apparel,1,201.73,EUR,United Kingdom
ORD-42-0000376,CUST-000014,2025-12-04,apparel,9,496.75,EUR,United States
ORD-42-0000377,CUST-000037,2025-07-22,toys,10,386.5,GBP,Kenya
ORD-42-0000378,CUST-000020,2025-10-20,sports,9,111.3,GBP,Ghana
ORD-42-0000379,CUST-000004,2025-03-22,toys,3,313.37,RWF,United Kingdom
ORD-42-0000380,CUST-000032,2025-12-08,home,7,393.12,GBP,United States
ORD-42-0000381,CUST-000027,2025-06-06,apparel,5,188.85,KES,Germany
ORD-42-0000382,CUST-000016,2025-09-08,home,3,403.08,USD,United Kingdom
ORD-42-0000383,CUST-000027,2025-06-02,toys,9,67.91,EUR,Ghana
ORD-42-0000384,CUST-000014,2025-07-16,sports,2,461.19,GBP,Rwanda
ORD-42-0000385,CUST-000035,2025-09-26,electronics,5,189.21,KES,United Kingdom
ORD-42-0000386,CUST-000003,2025-11-25,apparel,10,362.43,KES,Kenya
ORD-42-0000387,CUST-000031,2025-09-17,home,5,478.55,USD,Kenya
ORD-42-0000388,CUST-000013,2025-11-02,sports,8,457.31,KES,United States
ORD-42-0000389,CUST-000014,2025-06-12,apparel,9,161.49,GBP,Germany
ORD-42-0000390,CUST-000030,2025-04-03,sports,6,154.9,GBP,United Kingdom
ORD-42-0000391,CUST-000032,2025-05-08,electronics,8,381.05,GBP,Kenya
ORD-42-0000392,CUST-000024,2025-07-25,grocery,1,281.7,EUR,United States
ORD-42-0000393,CUST-000010,2025-12-24,home,9,467.44,KES,United States
ORD-42-0000394,CUST-000027,2025-08-03,apparel,4,165.6,RWF,United Kingdom
ORD-42-0000395,CUST-000016,2025-04-21,toys,6,129.41,RWF,United States
ORD-42-0000396,CUST-000042,2025-04-25,grocery,3,366.65,GBP,Kenya
ORD-42-0000397,CUST-000009,2025-03-28,grocery,3,458.53,KES,United States
ORD-42-0000398,CUST-000004,2025-04-08,electronics,2,472.65,USD,Rwanda
ORD-42-0000399,CUST-000027,2025-10-23,sports,4,34.92,EUR,Rwanda
ORD-42-0000400,CUST-000014,2025-04-18,grocery,6,31.16,KES,Germany
ORD-42-0000401,CUST-000043,2025-04-27,electronics,1,266.57,RWF,Rwanda
ORD-42-0000402,CUST-000002,2025-04-05,sports,5,268.33,GBP,Rwanda
ORD-42-0000403,CUST-000033,2025-01-09,sports,7,403.28,EUR,Rwanda
ORD-42-0000404,CUST-000007,2025-04-08,apparel,4,96.77,KES,Ghana
ORD-42-0000405,CUST-000023,2025-08-18,grocery,2,187.15,RWF,Germany
ORD-42-0000406,CUST-000037,2025-08-30,sports,4,150.69,USD,United States
ORD-42-0000407,CUST-000042,2025-12-16,electronics,7,190.25,KES,Germany
ORD-42-0000408,CUST-000004,2025-02-09,electronics,3,42.26,RWF,United States
ORD-42-0000409,CUST-000022,2025-03-18,electronics,9,459.66,EUR,Kenya
ORD-42-0000410,CUST-000045,2025-03-17,grocery,5,24.23,USD,United States
ORD-42-0000411,CUST-000018,2025-03-29,toys,1,90.5,GBP,Rwanda
ORD-42-0000412,CUST-000014,2025-03-07,apparel,7,464.51,GBP,Kenya
ORD-42-0000413,CUST-000037,2025-08-31,toys,7,338.84,KES,Ghana
ORD-42-0000414,CUST-000025,2025-10-22,sports,2,250.9,GBP,Rwanda
ORD-42-0000415,CUST-000007,2025-05-23,apparel,2,170.96,KES,United Kingdom
ORD-42-0000416,CUST-000026,2025-07-18,electronics,5,391.99,RWF,Germany
ORD-42-0000417,CUST-000015,2025-07-03,toys,7,216.49,KES,United States
ORD-42-0000418,CUST-000025,2025-11-19,toys,5,399.23,USD,Rwanda
ORD-42-0000419,CUST-000018,2025-10-15,grocery,3,370.09,GBP,Ghana
ORD-42-0000420,CUST-000007,2025-11-16,electronics,5,222.92,GBP,Rwanda
ORD-42-0000421,CUST-000009,2025-11-18,apparel,7,224.97,KES,United Kingdom
ORD-42-0000422,CUST-000027,2025-11-10,electronics,2,177.6,USD,United Kingdom
ORD-42-0000423,CUST-000039,2025-07-19,grocery,1,146.63,RWF,Rwanda
ORD-42-0000424,CUST-000047,2025-03-21,apparel,10,261.03,RWF,Kenya
ORD-42-0000425,CUST-000009,2025-08-17,home,5,247.07,USD,Kenya
ORD-42-0000426,CUST-000028,2025-08-13,grocery,5,242.63,USD,Ghana
ORD-42-0000427,CUST-000017,2025-08-28,sports,8,297.31,EUR,Germany
ORD-42-0000428,CUST-000007,2025-10-24,home,1,474.46,GBP,United Kingdom
ORD-42-0000429,CUST-000025,2025-07-17,grocery,6,215.88,KES,Kenya
ORD-42-0000430,CUST-000020,2025-07-21,toys,4,240.03,EUR,Germany
ORD-42-0000431,CUST-000021,2025-08-05,sports,8,483.91,EUR,Ghana
ORD-42-0000432,CUST-000025,2025-08-11,grocery,6,57.83,KES,Kenya
ORD-42-0000433,CUST-000038,2025-03-28,apparel,9,14.43,RWF,United States
ORD-42-0000434,CUST-000014,2025-05-22,home,2,409.66,RWF,United States
ORD-42-0000435,CUST-000032,2025-10-22,sports,5,121.77,EUR,United States
ORD-42-0000436,CUST-000028,2025-06-22,electronics,8,495.36,RWF,United Kingdom
ORD-42-0000437,CUST-000026,2025-04-03,toys,7,272.28,GBP,United States
ORD-42-0000438,CUST-000035,2025-03-03,sports,2,55.58,EUR,United States
ORD-42-0000439,CUST-000043,2025-07-04,apparel,10,23.1,RWF,Ghana
ORD-42-0000440,CUST-000028,2025-11-08,electronics,2,130.11,KES,United States
ORD-42-0000441,CUST-000034,2025-03-22,toys,10,111.29,GBP,Germany
ORD-42-0000442,CUST-000030,2025-01-19,toys,9,76.22,USD,Germany
ORD-42-0000443,CUST-000007,2025-08-03,grocery,2,58.92,EUR,Ghana
ORD-42-0000444,CUST-000020,2025-07-10,grocery,4,261.04,GBP,Germany
ORD-42-0000445,CUST-000007,2025-05-22,sports,8,160.14,GBP,Rwanda
ORD-42-0000446,CUST-000046,2025-11-04,electronics,6,324.34,EUR,United States
ORD-42-0000447,CUST-000016,2025-04-12,apparel,9,80.91,KES,Germany
ORD-42-0000448,CUST-000030,2025-09-05,grocery,3,94.01,RWF,Germany
ORD-42-0000449,CUST-000002,2025-02-21,apparel,8,296.51,RWF,Rwanda
ORD-42-0000450,CUST-000046,2025-09-14,apparel,5,376.41,USD,United Kingdom
ORD-42-0000451,CUST-000007,2025-04-02,apparel,6,163.67,RWF,Rwanda
ORD-42-0000452,CUST-000017,2025-01-23,grocery,9,482.99,GBP,United Kingdom
ORD-42-0000453,CUST-000025,2025-02-23,grocery,10,58.0,GBP,Germany
ORD-42-0000454,CUST-000040,2025-10-05,sports,5,459.42,KES,Rwanda
ORD-42-0000455,CUST-000044,2025-10-25,home,2,120.05,USD,Kenya
ORD-42-0000456,CUST-000024,2025-01-11,apparel,9,194.84,KES,Kenya
ORD-42-0000457,CUST-000037,2025-06-19,grocery,3,243.85,KES,United States
ORD-42-0000458,CUST-000042,2025-10-05,toys,3,245.33,EUR,Kenya
ORD-42-0000459,CUST-000021,2025-05-16,toys,1,432.9,USD,Germany
ORD-42-0000460,CUST-000009,2025-09-24,grocery,9,253.21,RWF,Germany
ORD-42-0000461,CUST-000044,2025-04-25,grocery,8,244.86,USD,United Kingdom
ORD-42-0000462,CUST-000002,2025-09-11,home,1,138.15,KES,Ghana
ORD-42-0000463,CUST-000011,2025-05-12,toys,8,275.31,USD,United Kingdom
ORD-42-0000464,CUST-000008,2025-08-17,toys,6,271.48,USD,United States
ORD-42-0000465,CUST-000029,2025-03-28,apparel,7,52.11,EUR,Ghana
ORD-42-0000466,CUST-000003,2025-05-16,home,6,431.24,USD,Germany
ORD-42-0000467,CUST-000008,2025-09-02,apparel,10,344.88,KES,United States
ORD-42-0000468,CUST-000028,2025-10-09,toys,3,392.64,EUR,Rwanda
ORD-42-0000469,CUST-000037,2025-07-06,toys,5,298.83,EUR,Ghana
ORD-42-0000470,CUST-000046,2025-08-05,home,10,134.4,KES,United States
ORD-42-0000471,CUST-000007,2025-10-24,grocery,1,496.25,EUR,United States
ORD-42-0000472,CUST-000009,2025-08-27,apparel,6,414.41,RWF,Germany
ORD-42-0000473,CUST-000010,2025-03-12,sports,5,314.28,RWF,Germany
ORD-42-0000474,CUST-000005,2025-02-11,electronics,7,258.29,GBP,United States
ORD-42-0000475,CUST-000024,2025-05-14,grocery,6,291.4,USD,United States
ORD-42-0000476,CUST-000030,2025-02-10,sports,6,425.2,KES,Germany
ORD-42-0000477,CUST-000014,2025-05-27,apparel,8,135.0,GBP,Ghana
ORD-42-0000478,CUST-000036,2025-03-12,apparel,10,426.36,GBP,United States
ORD-42-0000479,CUST-000049,2025-12-08,electronics,2,313.46,RWF,Rwanda
ORD-42-0000480,CUST-000008,2025-10-13,grocery,8,1.34,RWF,Kenya
ORD-42-0000481,CUST-000045,2025-10-26,sports,5,80.33,GBP,Rwanda
ORD-42-0000482,CUST-000042,2025-07-01,home,2,186.55,EUR,Rwanda
ORD-42-0000483,CUST-000026,2025-02-15,home,4,215.19,USD,United States
ORD-42-0000484,CUST-000007,2026-01-01,apparel,8,39.89,KES,Kenya
ORD-42-0000485,CUST-000034,2025-01-18,grocery,1,5.02,GBP,Rwanda
ORD-42-0000486,CUST-000028,2025-01-11,apparel,8,36.34,RWF,Rwanda
ORD-42-0000487,CUST-000047,2025-11-10,electronics,6,184.41,GBP,Kenya
ORD-42-0000488,CUST-000025,2025-10-25,sports,3,35.14,KES,Rwanda
ORD-42-0000489,CUST-000040,2025-02-03,apparel,8,176.24,EUR,United States
ORD-42-0000490,CUST-000048,2025-10-16,grocery,10,343.6,EUR,Rwanda
ORD-42-0000491,CUST-000007,2025-10-22,electronics,10,365.27,GBP,Germany
ORD-42-0000492,CUST-000021,2025-10-22,apparel,5,322.67,EUR,United Kingdom
ORD-42-0000493,CUST-000039,2025-02-28,sports,10,143.18,USD,United States
ORD-42-0000494,CUST-000020,2025-09-18,toys,10,255.25,RWF,Ghana
ORD-42-0000495,CUST-000042,2025-12-05,apparel,8,193.56,EUR,Germany
ORD-42-0000496,CUST-000041,2025-03-03,electronics,9,444.47,USD,Ghana
ORD-42-0000497,CUST-000021,2025-10-26,grocery,10,211.01,KES,United States
ORD-42-0000498,CUST-000012,2025-05-05,electronics,1,294.09,USD,Ghana
ORD-42-0000499,CUST-000014,2025-12-12,electronics,7,253.8,KES,Germany
